"company_name","account_number","country","accounting_year","reporting_period_to","ticker_symbol","isin","industry_activity_group","reported_scope_1_metric_tonnes_co2e","reported_scope_1_source","estimated_scope_1_metric_tonnes_co2e","estimated_scope_1_model_type","estimated_scope_1_model_quality","scope_1_comments","reported_scope_2_metric_tonnes_co2e","reported_scope_2_source","estimated_scope_2_metric_tonnes_co2e","estimated_scope_2_model_type","estimated_scope_2_model_quality","scope_2_comments"
"Tan Mai General Wood JSC","54986","Vietnam","2012",,"TMW VN","VN000000TMW3","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,,,,"No revenue, modeled data dropped.",,,,,,"No revenue, modeled data dropped."
"Tan Mai General Wood JSC","54986","Vietnam","2013",,"TMW VN","VN000000TMW3","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"1100","Model 2","4",,,,"1500","Model 2","3",
"Tata Chemicals","18288","India","2011","2012-03-31T00:00:00.000","TTCH IN","INE092A01019","Chemicals","5018609","CDP Response",,,,,"567312","CDP Response",,,,
"Tata Chemicals","18288","India","2012","2013-03-31T00:00:00.000","TTCH IN","INE092A01019","Chemicals","5162633","CDP Response",,,,,"535686","CDP Response",,,,
"Tata Chemicals","18288","India","2013","2014-03-31T00:00:00.000","TTCH IN","INE092A01019","Chemicals","4995109","CDP Response",,,,,"462260","CDP Response",,,,
"Tata Metaliks Ltd","55065","India","2011",,"TML IN","INE056C01010","Mining - Iron, Aluminum, Other Metals",,,"6600","Model 2","4",,,,"5700","Model 2","2",
"Tata Metaliks Ltd","55065","India","2012",,"TML IN","INE056C01010","Mining - Iron, Aluminum, Other Metals",,,"2200","Model 2","4",,,,"5300","Model 2","2",
"Tata Metaliks Ltd","55065","India","2013",,"TML IN","INE056C01010","Mining - Iron, Aluminum, Other Metals",,,"4400","Model 2","4",,,,"9700","Model 2","3",
"Tata Sponge Iron Ltd","55066","India","2011",,"TTSP IN","INE674A01014","Mining - Iron, Aluminum, Other Metals",,,,,,"No revenue, modeled data dropped.",,,,,,"No revenue, modeled data dropped."
"Tata Sponge Iron Ltd","55066","India","2012",,"TTSP IN","INE674A01014","Mining - Iron, Aluminum, Other Metals",,,"1500","Model 2","4",,,,"4000","Model 2","2",
"Tata Sponge Iron Ltd","55066","India","2013",,"TTSP IN","INE674A01014","Mining - Iron, Aluminum, Other Metals",,,"1400","Model 2","4",,,,"4500","Model 2","3",
"Tata Steel","18344","India","2011","2012-03-31T00:00:00.000","TATA IN","INE081A01012","Mining - Iron, Aluminum, Other Metals","16283032","CDP Response",,,,,"789126","CDP Response",,,,
"Tata Steel","18344","India","2012","2013-03-31T00:00:00.000","TATA IN","INE081A01012","Mining - Iron, Aluminum, Other Metals","18802944","CDP Response",,,,,"1174594","CDP Response",,,,
"Tata Steel","18344","India","2013","2014-03-31T00:00:00.000","TATA IN","INE081A01012","Mining - Iron, Aluminum, Other Metals","20428595","CDP Response",,,,,"1266295","CDP Response",,,,
"Teck Resources Limited","21481","Canada","2011","2011-12-31T00:00:00.000","TCK/B CN","CA8787422044","Mining - Iron, Aluminum, Other Metals","2655347","CDP Response",,,,,"299348","CDP Response",,,,
"Teck Resources Limited","21481","Canada","2012","2012-12-31T00:00:00.000","TCK/B CN","CA8787422044","Mining - Iron, Aluminum, Other Metals","2889517","CDP Response",,,,,"293514","CDP Response",,,,
"Teck Resources Limited","21481","Canada","2013","2013-12-31T00:00:00.000","TCK/B CN","CA8787422044","Mining - Iron, Aluminum, Other Metals","2722174","CDP Response",,,,,"366973","CDP Response",,,,
"Teijin Ltd.","18417","Japan","2011","2012-03-31T00:00:00.000","3401 JP","JP3544000007","Chemicals","1261263","CDP Response",,,,,"991189","CDP Response",,,,
"Teijin Ltd.","18417","Japan","2012","2013-03-31T00:00:00.000","3401 JP","JP3544000007","Chemicals","1102357","CDP Response",,,,,"940739","CDP Response",,,,
"Teijin Ltd.","18417","Japan","2013","2014-03-31T00:00:00.000","3401 JP","JP3544000007","Chemicals","1060591","CDP Response",,,,,"898942","CDP Response",,,,
"Tesco","18574","United Kingdom","2011","2012-02-27T00:00:00.000","TSCO LN","GB0008847096","Food & Staples Retailing","1944344","CDP Response",,,,,"3596445","CDP Response",,,,
"Tesco","18574","United Kingdom","2012","2013-02-23T00:00:00.000","TSCO LN","GB0008847096","Food & Staples Retailing","1418798","CDP Response",,,,,"3764068","CDP Response",,,,
"Tesco","18574","United Kingdom","2013","2014-02-28T00:00:00.000","TSCO LN","GB0008847096","Food & Staples Retailing","1370725.75","CDP Response",,,,,"3409318.72","CDP Response",,,,
"Thai Airways Intl.","31540","Thailand","2011",,"THAI TB","TH0245010002","Air Transportation - Airlines",,,"6000000","Model 3","5",,,,"27000","Model 3","3",
"Thai Airways Intl.","31540","Thailand","2012",,"THAI TB","TH0245010002","Air Transportation - Airlines",,,"6300000","Model 3","5",,,,"25000","Model 3","3",
"Thai Airways Intl.","31540","Thailand","2013",,"THAI TB","TH0245010002","Air Transportation - Airlines",,,"6200000","Model 3","5",,,,"24000","Model 3","3",
"Thales","18631","France","2011","2011-12-31T00:00:00.000","HO FP","FR0000121329","Aerospace & Defense","94330","CDP Response",,,,,"181127","CDP Response",,,,
"Thales","18631","France","2012","2012-12-31T00:00:00.000","HO FP","FR0000121329","Aerospace & Defense","97707","CDP Response",,,,,"166698","CDP Response",,,,
"Thales","18631","France","2013","2013-12-31T00:00:00.000","HO FP","FR0000121329","Aerospace & Defense","87824","CDP Response",,,,,"160471","CDP Response",,,,
"The Coca-Cola Company","3564","USA","2011","2011-12-31T00:00:00.000","KO US","US1912161007","Food & Beverage Processing","2420996","CDP Response",,,,,"1308327","CDP Response",,,,
"The Coca-Cola Company","3564","USA","2012","2012-12-31T00:00:00.000","KO US","US1912161007","Food & Beverage Processing","2551626","CDP Response",,,,,"1138377","CDP Response",,,,
"The Coca-Cola Company","3564","USA","2013","2013-12-31T00:00:00.000","KO US","US1912161007","Food & Beverage Processing","2231744","CDP Response",,,,,"1067512","CDP Response",,,,
"The Dow Chemical Company","4826","USA","2011","2011-12-31T00:00:00.000","DOW US","US2605431038","Chemicals","28130000","CDP Response",,,,,"9021000","CDP Response",,,,
"The Dow Chemical Company","4826","USA","2012","2012-12-31T00:00:00.000","DOW US","US2605431038","Chemicals","27429000","CDP Response",,,,,"8403000","CDP Response",,,,
"The Dow Chemical Company","4826","USA","2013","2013-12-31T00:00:00.000","DOW US","US2605431038","Chemicals","27730000","CDP Response",,,,,"7570000","CDP Response",,,,
"The Mosaic Company","12382","USA","2011","2011-12-31T00:00:00.000","MOS US","US61945C1036","Chemicals","2142600","CDP Response",,,,,"1450790","CDP Response",,,,
"The Mosaic Company","12382","USA","2012","2012-12-31T00:00:00.000","MOS US","US61945C1036","Chemicals","2904196","CDP Response",,,,,"1605383","CDP Response",,,,
"The Mosaic Company","12382","USA","2013","2013-12-31T00:00:00.000","MOS US","US61945C1036","Chemicals","2793949","CDP Response",,,,,"1616303","CDP Response",,,,
"The Ramco Cements Ltd","11153","India","2011",,"TRCL IN","INE331A01037","Construction Materials",,,,,,"No revenue, modeled data dropped.",,,,,,"No revenue, modeled data dropped."
"The Ramco Cements Ltd","11153","India","2012",,"TRCL IN","INE331A01037","Construction Materials",,,,,,"No revenue, modeled data dropped.",,,,,,"No revenue, modeled data dropped."
"The Ramco Cements Ltd","11153","India","2013",,"TRCL IN","INE331A01037","Construction Materials",,,"2000000","Model 2","2",,,,"320000","Model 2","3",
"ThyssenKrupp AG","19080","Germany","2011","2011-09-30T00:00:00.000","TKA GR","DE0007500001","Mining - Iron, Aluminum, Other Metals","30090000","CDP Response",,,,,"4287000","CDP Response",,,,
"ThyssenKrupp AG","19080","Germany","2012","2012-09-30T00:00:00.000","TKA GR","DE0007500001","Mining - Iron, Aluminum, Other Metals","16848000","CDP Response",,,,,"2116000","CDP Response",,,,
"ThyssenKrupp AG","19080","Germany","2013","2013-09-30T00:00:00.000","TKA GR","DE0007500001","Mining - Iron, Aluminum, Other Metals","26700000","CDP Response",,,,,"1800000","CDP Response",,,,
"Tiangong International Co Ltd","55052","China","2011",,"826 HK","KYG888311134","Mining - Iron, Aluminum, Other Metals",,,"19000","Model 2","4",,,,"12000","Model 2","2",
"Tiangong International Co Ltd","55052","China","2012",,"826 HK","KYG888311134","Mining - Iron, Aluminum, Other Metals",,,"14000","Model 2","4",,,,"18000","Model 2","2",
"Tiangong International Co Ltd","55052","China","2013",,"826 HK","KYG888311134","Mining - Iron, Aluminum, Other Metals",,,"21000","Model 2","4",,,,"27000","Model 2","3",
"Toda Kogyo Corp","54991","Japan","2011",,"4100 JP","JP3627400009","Chemicals",,,"11000","Model 2","2",,,,"31000","Model 2","2",
"Toda Kogyo Corp","54991","Japan","2012",,"4100 JP","JP3627400009","Chemicals",,,"11000","Model 2","2",,,,"21000","Model 2","2",
"Toda Kogyo Corp","54991","Japan","2013",,"4100 JP","JP3627400009","Chemicals",,,"8100","Model 2","2",,,,"20000","Model 2","3",
"Toho Zinc Co Ltd","55090","Japan","2011",,"5707 JP","JP3599000001","Mining - Iron, Aluminum, Other Metals",,,"180000","Model 2","3",,,,"110000","Model 2","4",
"Toho Zinc Co Ltd","55090","Japan","2012",,"5707 JP","JP3599000001","Mining - Iron, Aluminum, Other Metals",,,"250000","Model 2","2",,,,"130000","Model 2","3",
"Toho Zinc Co Ltd","55090","Japan","2013",,"5707 JP","JP3599000001","Mining - Iron, Aluminum, Other Metals",,,"240000","Model 2","3",,,,"170000","Model 2","3",
"Tokushu Tokai Paper Co Ltd","55004","Japan","2011",,"3708 JP","JP3624900001","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"180000","Model 2","5",,,,"79000","Model 2","4",
"Tokushu Tokai Paper Co Ltd","55004","Japan","2012",,"3708 JP","JP3624900001","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"160000","Model 2","4",,,,"74000","Model 2","3",
"Tokushu Tokai Paper Co Ltd","55004","Japan","2013",,"3708 JP","JP3624900001","Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,,"120000","Model 2","4",,,,"100000","Model 2","3",
"Tongling Nonferrous Metals-A","21582","China","2011",,"000630 CH","CNE000000529","Mining - Iron, Aluminum, Other Metals",,,"2300000","Model 2","3",,,,"1200000","Model 2","4",
"Tongling Nonferrous Metals-A","21582","China","2012",,"000630 CH","CNE000000529","Mining - Iron, Aluminum, Other Metals",,,"2500000","Model 2","2",,,,"1500000","Model 2","3",
"Tongling Nonferrous Metals-A","21582","China","2013",,"000630 CH","CNE000000529","Mining - Iron, Aluminum, Other Metals",,,"3300000","Model 2","3",,,,"2200000","Model 2","3",
"Tongyu Heavy Industry Co Ltd","55050","China","2011",,"300185 CH","CNE100001179","Electrical Equipment and Machinery",,,"1900","Model 2","2",,,,"2400","Model 2","2",
"Tongyu Heavy Industry Co Ltd","55050","China","2012",,"300185 CH","CNE100001179","Electrical Equipment and Machinery",,,"1800","Model 2","3",,,,"4700","Model 2","3",
"Tongyu Heavy Industry Co Ltd","55050","China","2013",,"300185 CH","CNE100001179","Electrical Equipment and Machinery",,,"2600","Model 2","2",,,,"6000","Model 2","2",
"Toray Industries, Inc.","19242","Japan","2011","2012-03-31T00:00:00.000","3402 JP","JP3621000003","Chemicals","3142752","CDP Response",,,,,"1601771","CDP Response",,,,
"Toray Industries, Inc.","19242","Japan","2012","2013-03-31T00:00:00.000","3402 JP","JP3621000003","Chemicals","3168024","CDP Response",,,,,"1691231","CDP Response",,,,
"Toray Industries, Inc.","19242","Japan","2013","2014-03-31T00:00:00.000","3402 JP","JP3621000003","Chemicals","3147195","CDP Response",,,,,"1818196","CDP Response",,,,
"Tosoh Corporation","19254","Japan","2011",,"4042 JT","JP3595200001","Chemicals",,,"1700000","Model 2","2",,,,"550000","Model 2","1",
"Tosoh Corporation","19254","Japan","2012",,"4042 JT","JP3595200001","Chemicals",,,"1500000","Model 2","2",,,,"490000","Model 2","1",
"Tosoh Corporation","19254","Japan","2013",,"4042 JT","JP3595200001","Chemicals",,,"1200000","Model 2","2",,,,"550000","Model 2","2",
"Toyo Ink SC Holdings Co., Ltd.","22228","Japan","2011",,"4634 JT","JP3606600009","Chemicals",,,"120000","Model 2","2",,,,"180000","Model 2","2",
"Toyo Ink SC Holdings Co., Ltd.","22228","Japan","2012","2013-03-31T00:00:00.000","4634 JT","JP3606600009","Chemicals","54286","CDP Response",,,,,"33763","CDP Response",,,,
"Toyo Ink SC Holdings Co., Ltd.","22228","Japan","2013","2014-03-31T00:00:00.000","4634 JT","JP3606600009","Chemicals","53642","CDP Response",,,,,"38318","CDP Response",,,,
"Trias Sentosa Tbk PT","55117","Indonesia","2011",,"TRST IJ","ID1000059009","Chemicals",,,"8300","Model 2","2",,,,"17000","Model 2","1",
"Trias Sentosa Tbk PT","55117","Indonesia","2012",,"TRST IJ","ID1000059009","Chemicals",,,"8300","Model 2","2",,,,"23000","Model 2","1",
"Trias Sentosa Tbk PT","55117","Indonesia","2013",,"TRST IJ","ID1000059009","Chemicals",,,"8900","Model 2","2",,,,"19000","Model 2","2",
"Tsingtao Brewery Company Limited","21692","China","2011",,"168 HK","CNE1000004K1","Food & Beverage Processing",,,"70000","Model 2","5",,,,"68000","Model 2","3",
"Tsingtao Brewery Company Limited","21692","China","2012",,"168 HK","CNE1000004K1","Food & Beverage Processing",,,"78000","Model 2","5",,,,"90000","Model 2","3",
"Tsingtao Brewery Company Limited","21692","China","2013",,"168 HK","CNE1000004K1","Food & Beverage Processing",,,"96000","Model 2","5",,,,"100000","Model 2","4",
"Tulachermet","54980","Russia","2011",,"TYMTP RU","RU0001211021","Mining - Iron, Aluminum, Other Metals",,,"79000","Model 2","4",,,,"27000","Model 2","2",
"Tulachermet","54980","Russia","2012",,"TYMTP RU","RU0001211021","Mining - Iron, Aluminum, Other Metals",,,"49000","Model 2","4",,,,"29000","Model 2","2",
"Tulachermet","54980","Russia","2013",,"TYMTP RU","RU0001211021","Mining - Iron, Aluminum, Other Metals",,,"49000","Model 2","4",,,,"34000","Model 2","3",
"TÜRK HAVA YOLLARI A.O.","21148","Turkey","2011",,"THYAO TI","TRATHYAO91M5","Air Transportation - Airlines","7173397.35","Company Submitted Data",,,,,,,"31000","Model 3","3",
"TÜRK HAVA YOLLARI A.O.","21148","Turkey","2012",,"THYAO TI","TRATHYAO91M5","Air Transportation - Airlines","8469411.3","Company Submitted Data",,,,,,,"33000","Model 3","3",
"TÜRK HAVA YOLLARI A.O.","21148","Turkey","2013",,"THYAO TI","TRATHYAO91M5","Air Transportation - Airlines","10267988.85","Company Submitted Data",,,,,,,"39000","Model 3","3",
"Tyson Foods, Inc.","19581","USA","2011",,"TSN US","US9024941034","Food & Beverage Processing","3432870.11","CSR Report",,,,,"1767129.89","CSR Report",,,,
"Tyson Foods, Inc.","19581","USA","2012",,"TSN US","US9024941034","Food & Beverage Processing","3615981.8","CSR Report",,,,,"1604018.2","CSR Report",,,,
"Tyson Foods, Inc.","19581","USA","2013",,"TSN US","US9024941034","Food & Beverage Processing",,,"1400000","Model 2","2",,,,"1000000","Model 2","2",
"Uacj Corp","50241","Japan","2011",,"5741 JP","JP3826900007","Mining - Iron, Aluminum, Other Metals",,,"380000","Model 2","3",,,,"380000","Model 2","0",
"Uacj Corp","50241","Japan","2012",,"5741 JP","JP3826900007","Mining - Iron, Aluminum, Other Metals",,,"280000","Model 2","3",,,,"190000","Model 2","3",
"Uacj Corp","50241","Japan","2013",,"5741 JP","JP3826900007","Mining - Iron, Aluminum, Other Metals",,,"540000","Model 2","4",,,,"550000","Model 2","4",
"Ultratech Cement","19631","India","2011",,"UTCEM IN","INE481G01011","Construction Materials","31900000","CSR Report",,,,,"567000","CSR Report",,,,
"Ultratech Cement","19631","India","2012","2013-03-31T00:00:00.000","UTCEM IN","INE481G01011","Construction Materials","32324252.51","CDP Response",,,,,"709096.55","CDP Response",,,,
"Ultratech Cement","19631","India","2013","2014-03-31T00:00:00.000","UTCEM IN","INE481G01011","Construction Materials","31800770","CDP Response",,,,,"634903","CDP Response",,,,
"Unilever plc","19829","United Kingdom","2011","2011-12-31T00:00:00.000","ULVR LN","GB00B10RZP78","Food & Beverage Processing","1048797","CDP Response",,,,,"1443174","CDP Response",,,,
"Unilever plc","19829","United Kingdom","2012","2012-12-31T00:00:00.000","ULVR LN","GB00B10RZP78","Food & Beverage Processing","1053344","CDP Response",,,,,"907399","CDP Response",,,,
"Unilever plc","19829","United Kingdom","2013","2013-09-30T00:00:00.000","ULVR LN","GB00B10RZP78","Food & Beverage Processing","1013690","CDP Response",,,,,"939457","CDP Response",,,,
"United Continental Holdings","19569","USA","2011","2011-12-31T00:00:00.000","UAL US","US9100471096","Air Transportation - Airlines","32771983","CDP Response",,,,,"231389","CDP Response",,,,
"United Continental Holdings","19569","USA","2012","2012-12-31T00:00:00.000","UAL US","US9100471096","Air Transportation - Airlines","32086690","CDP Response",,,,,"309256","CDP Response",,,,
"United Continental Holdings","19569","USA","2013","2013-12-31T00:00:00.000","UAL US","US9100471096","Air Transportation - Airlines","31360099","CDP Response",,,,,"307164","CDP Response",,,,
"United Co RUSAL PLC","31484","Russia","2011",,"RUALR RM","RU000A0JR5Z5","Mining - Iron, Aluminum, Other Metals","9450000","CSR Report",,,,,,,"4100000","Model 2","0",
"United Co RUSAL PLC","31484","Russia","2012","2013-01-01T00:00:00.000","RUALR RM","RU000A0JR5Z5","Mining - Iron, Aluminum, Other Metals","9842750","CDP Response",,,,,,,"2400000","Model 2","3",
"United Co RUSAL PLC","31484","Russia","2013",,"RUALR RM","RU000A0JR5Z5","Mining - Iron, Aluminum, Other Metals","8930000","CSR Report",,,,,,,"1700000","Model 2","4",
"United States Steel Corporation","19905","USA","2011","2011-12-31T00:00:00.000","X US","US9129091081","Mining - Iron, Aluminum, Other Metals","44358354","CDP Response",,,,,"5157520","CDP Response",,,,
"United States Steel Corporation","19905","USA","2012","2012-12-31T00:00:00.000","X US","US9129091081","Mining - Iron, Aluminum, Other Metals","42729786","CDP Response",,,,,"5036625","CDP Response",,,,
"United States Steel Corporation","19905","USA","2013","2013-12-31T00:00:00.000","X US","US9129091081","Mining - Iron, Aluminum, Other Metals","41433617","CDP Response",,,,,"5025063","CDP Response",,,,
"United Technologies Corporation","19859","USA","2011","2011-12-31T00:00:00.000","UTX US","US9130171096","Aerospace & Defense","856354","CDP Response",,,,,"915866","CDP Response",,,,
"United Technologies Corporation","19859","USA","2012","2012-12-31T00:00:00.000","UTX US","US9130171096","Aerospace & Defense","801694","CDP Response",,,,,"880896","CDP Response",,,,
